Type,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
W,W36X182,F,182.00,53.60,36.30,36.38,0.00,0.00,0.00,12.10,12.13,0.00,0.00,0.00,0.73,0.75,0.38,1.18,1.19,0.00,0.00,0.00,1.93,2.13,1.19,0.00,0.00,0.00,0.00,0.00,5.12,0.00,0.00,44.80,0.00,0.00,11300.00,718.00,623.00,14.50,347.00,90.70,57.60,2.55,0.00,0.00,0.00,18.50,107000.00,0.00,106.00,378.00,0.00,0.00,118.00,355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,35.10,106.00,118.00
W,W36X170,F,170.00,50.00,36.20,36.13,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,0.68,0.69,0.38,1.10,1.13,0.00,0.00,0.00,1.85,2.00,1.19,0.00,0.00,0.00,0.00,0.00,5.47,0.00,0.00,47.70,0.00,0.00,10500.00,668.00,581.00,14.50,320.00,83.80,53.20,2.53,0.00,0.00,0.00,15.10,98500.00,0.00,105.00,349.00,0.00,0.00,109.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.11,35.10,106.00,118.00
W,W36X160,F,160.00,47.00,36.00,36.00,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,0.65,0.63,0.31,1.02,1.00,0.00,0.00,0.00,1.77,1.94,1.13,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,49.90,0.00,0.00,9760.00,624.00,542.00,14.40,295.00,77.30,49.10,2.50,0.00,0.00,0.00,12.40,90200.00,0.00,105.00,321.00,0.00,0.00,101.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.09,35.00,105.00,117.00
W,W36X150,F,150.00,44.30,35.90,35.88,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,0.63,0.63,0.31,0.94,0.94,0.00,0.00,0.00,1.69,1.88,1.13,0.00,0.00,0.00,0.00,0.00,6.37,0.00,0.00,51.90,0.00,0.00,9040.00,581.00,504.00,14.30,270.00,70.90,45.10,2.47,0.00,0.00,0.00,10.10,82200.00,0.00,105.00,294.00,0.00,0.00,93.10,287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,35.00,105.00,117.00
W,W36X135,F,135.00,39.90,35.60,35.50,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,0.60,0.63,0.31,0.79,0.81,0.00,0.00,0.00,1.54,1.69,1.13,0.00,0.00,0.00,0.00,0.00,7.56,0.00,0.00,54.10,0.00,0.00,7800.00,509.00,439.00,14.00,225.00,59.70,37.70,2.38,0.00,0.00,0.00,7.00,68100.00,0.00,104.00,245.00,0.00,0.00,77.90,251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.99,34.80,105.00,117.00
W,W33X387,T,387.00,114.00,36.00,36.00,0.00,0.00,0.00,16.20,16.25,0.00,0.00,0.00,1.26,1.25,0.63,2.28,2.25,0.00,0.00,0.00,3.07,3.19,1.44,0.00,0.00,0.00,0.00,0.00,3.55,0.00,0.00,23.70,0.00,0.00,24300.00,1560.00,1350.00,14.60,1620.00,312.00,200.00,3.77,0.00,0.00,0.00,148.00,459000.00,0.00,137.00,1260.00,0.00,0.00,287.00,778.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.49,33.70,117.00,133.00
W,W33X354,T,354.00,104.00,35.60,35.50,0.00,0.00,0.00,16.10,16.13,0.00,0.00,0.00,1.16,1.19,0.63,2.09,2.06,0.00,0.00,0.00,2.88,2.94,1.38,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,25.70,0.00,0.00,22000.00,1420.00,1240.00,14.50,1460.00,282.00,181.00,3.74,0.00,0.00,0.00,115.00,408000.00,0.00,135.00,1130.00,0.00,0.00,262.00,707.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,33.50,116.00,132.00
W,W33X318,F,318.00,93.70,35.20,35.13,0.00,0.00,0.00,16.00,16.00,0.00,0.00,0.00,1.04,1.06,0.56,1.89,1.88,0.00,0.00,0.00,2.68,2.75,1.31,0.00,0.00,0.00,0.00,0.00,4.23,0.00,0.00,28.70,0.00,0.00,19500.00,1270.00,1110.00,14.50,1290.00,250.00,161.00,3.71,0.00,0.00,0.00,84.40,357000.00,0.00,133.00,1010.00,0.00,0.00,235.00,632.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,33.30,115.00,131.00
W,W33X291,F,291.00,85.60,34.80,34.88,0.00,0.00,0.00,15.90,15.88,0.00,0.00,0.00,0.96,0.94,0.50,1.73,1.75,0.00,0.00,0.00,2.52,2.63,1.31,0.00,0.00,0.00,0.00,0.00,4.60,0.00,0.00,31.00,0.00,0.00,17700.00,1160.00,1020.00,14.40,1160.00,226.00,146.00,3.68,0.00,0.00,0.00,65.10,319000.00,0.00,131.00,904.00,0.00,0.00,214.00,573.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.34,33.10,114.00,130.00
W,W33X263,F,263.00,77.40,34.50,34.50,0.00,0.00,0.00,15.80,15.75,0.00,0.00,0.00,0.87,0.88,0.44,1.57,1.56,0.00,0.00,0.00,2.36,2.44,1.25,0.00,0.00,0.00,0.00,0.00,5.03,0.00,0.00,34.30,0.00,0.00,15900.00,1040.00,919.00,14.30,1040.00,202.00,131.00,3.66,0.00,0.00,0.00,48.70,281000.00,0.00,130.00,807.00,0.00,0.00,193.00,515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,32.90,113.00,129.00
W,W33X241,F,241.00,71.10,34.20,34.13,0.00,0.00,0.00,15.90,15.88,0.00,0.00,0.00,0.83,0.81,0.44,1.40,1.38,0.00,0.00,0.00,2.19,2.25,1.25,0.00,0.00,0.00,0.00,0.00,5.66,0.00,0.00,35.90,0.00,0.00,14200.00,940.00,831.00,14.10,933.00,182.00,118.00,3.62,0.00,0.00,0.00,36.20,251000.00,0.00,130.00,726.00,0.00,0.00,173.00,467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.29,32.80,113.00,129.00
W,W33X221,F,221.00,65.30,33.90,33.88,0.00,0.00,0.00,15.80,15.75,0.00,0.00,0.00,0.78,0.75,0.38,1.28,1.25,0.00,0.00,0.00,2.06,2.13,1.19,0.00,0.00,0.00,0.00,0.00,6.20,0.00,0.00,38.50,0.00,0.00,12900.00,857.00,759.00,14.10,840.00,164.00,106.00,3.59,0.00,0.00,0.00,27.80,224000.00,0.00,129.00,647.00,0.00,0.00,156.00,423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.25,32.60,112.00,128.00
W,W33X201,F,201.00,59.10,33.70,33.63,0.00,0.00,0.00,15.70,15.75,0.00,0.00,0.00,0.72,0.69,0.38,1.15,1.13,0.00,0.00,0.00,1.94,2.00,1.19,0.00,0.00,0.00,0.00,0.00,6.85,0.00,0.00,41.70,0.00,0.00,11600.00,773.00,686.00,14.00,749.00,147.00,95.20,3.56,0.00,0.00,0.00,20.80,198000.00,0.00,128.00,577.00,0.00,0.00,140.00,382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.21,32.60,111.00,127.00
W,W33X169,F,169.00,49.50,33.80,33.88,0.00,0.00,0.00,11.50,11.50,0.00,0.00,0.00,0.67,0.69,0.38,1.22,1.25,0.00,0.00,0.00,1.92,2.13,1.19,0.00,0.00,0.00,0.00,0.00,4.71,0.00,0.00,44.70,0.00,0.00,9290.00,629.00,549.00,13.70,310.00,84.40,53.90,2.50,0.00,0.00,0.00,17.70,82400.00,0.00,93.70,329.00,0.00,0.00,108.00,311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,32.60,99.50,111.00
W,W33X152,F,152.00,44.90,33.50,33.50,0.00,0.00,0.00,11.60,11.63,0.00,0.00,0.00,0.64,0.63,0.31,1.06,1.06,0.00,0.00,0.00,1.76,1.94,1.13,0.00,0.00,0.00,0.00,0.00,5.48,0.00,0.00,47.20,0.00,0.00,8160.00,559.00,487.00,13.50,273.00,73.90,47.20,2.47,0.00,0.00,0.00,12.40,71700.00,0.00,94.10,289.00,0.00,0.00,94.30,278.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,32.40,99.40,111.00
W,W33X141,F,141.00,41.50,33.30,33.25,0.00,0.00,0.00,11.50,11.50,0.00,0.00,0.00,0.61,0.63,0.31,0.96,0.94,0.00,0.00,0.00,1.66,1.81,1.13,0.00,0.00,0.00,0.00,0.00,6.01,0.00,0.00,49.60,0.00,0.00,7450.00,514.00,448.00,13.40,246.00,66.90,42.70,2.43,0.00,0.00,0.00,9.70,64400.00,0.00,93.00,257.00,0.00,0.00,84.60,253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.98,32.30,98.50,110.00
W,W33X130,F,130.00,38.30,33.10,33.13,0.00,0.00,0.00,11.50,11.50,0.00,0.00,0.00,0.58,0.56,0.31,0.86,0.88,0.00,0.00,0.00,1.56,1.75,1.13,0.00,0.00,0.00,0.00,0.00,6.73,0.00,0.00,51.70,0.00,0.00,6710.00,467.00,406.00,13.20,218.00,59.50,37.90,2.39,0.00,0.00,0.00,7.37,56600.00,0.00,92.70,228.00,0.00,0.00,75.30,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,32.20,98.50,110.00
W,W33X118,F,118.00,34.70,32.90,32.88,0.00,0.00,0.00,11.50,11.50,0.00,0.00,0.00,0.55,0.56,0.31,0.74,0.75,0.00,0.00,0.00,1.44,1.63,1.13,0.00,0.00,0.00,0.00,0.00,7.76,0.00,0.00,54.50,0.00,0.00,5900.00,415.00,359.00,13.00,187.00,51.30,32.60,2.32,0.00,0.00,0.00,5.30,48300.00,0.00,92.50,197.00,0.00,0.00,65.10,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89,32.20,97.50,109.00
W,W30X391,T,391.00,115.00,33.20,33.25,0.00,0.00,0.00,15.60,15.63,0.00,0.00,0.00,1.36,1.38,0.69,2.44,2.44,0.00,0.00,0.00,3.23,3.38,1.50,0.00,0.00,0.00,0.00,0.00,3.19,0.00,0.00,19.70,0.00,0.00,20700.00,1450.00,1250.00,13.40,1550.00,310.00,198.00,3.67,0.00,0.00,0.00,173.00,366000.00,0.00,120.00,1140.00,0.00,0.00,267.00,722.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.37,30.80,109.00,125.00
W,W30X357,T,357.00,105.00,32.80,32.75,0.00,0.00,0.00,15.50,15.50,0.00,0.00,0.00,1.24,1.25,0.63,2.24,2.25,0.00,0.00,0.00,3.03,3.13,1.44,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,21.60,0.00,0.00,18700.00,1320.00,1140.00,13.30,1390.00,279.00,179.00,3.64,0.00,0.00,0.00,134.00,324000.00,0.00,118.00,1030.00,0.00,0.00,244.00,655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,30.60,108.00,124.00
W,W30X326,T,326.00,95.90,32.40,32.38,0.00,0.00,0.00,15.40,15.38,0.00,0.00,0.00,1.14,1.13,0.56,2.05,2.06,0.00,0.00,0.00,2.84,2.94,1.38,0.00,0.00,0.00,0.00,0.00,3.75,0.00,0.00,23.40,0.00,0.00,16800.00,1190.00,1040.00,13.20,1240.00,252.00,162.00,3.60,0.00,0.00,0.00,103.00,287000.00,0.00,117.00,922.00,0.00,0.00,222.00,593.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,30.40,108.00,123.00
W,W30X292,F,292.00,86.00,32.00,32.00,0.00,0.00,0.00,15.30,15.25,0.00,0.00,0.00,1.02,1.00,0.50,1.85,1.88,0.00,0.00,0.00,2.64,2.75,1.31,0.00,0.00,0.00,0.00,0.00,4.12,0.00,0.00,26.20,0.00,0.00,14900.00,1060.00,930.00,13.20,1100.00,223.00,144.00,3.58,0.00,0.00,0.00,75.20,250000.00,0.00,115.00,816.00,0.00,0.00,199.00,529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.22,30.20,107.00,122.00
W,W30X261,F,261.00,77.00,31.60,31.63,0.00,0.00,0.00,15.20,15.13,0.00,0.00,0.00,0.93,0.94,0.50,1.65,1.63,0.00,0.00,0.00,2.44,2.56,1.31,0.00,0.00,0.00,0.00,0.00,4.59,0.00,0.00,28.70,0.00,0.00,13100.00,943.00,829.00,13.10,959.00,196.00,127.00,3.53,0.00,0.00,0.00,54.10,215000.00,0.00,114.00,714.00,0.00,0.00,176.00,469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.16,30.00,106.00,121.00
W,W30X235,F,235.00,69.30,31.30,31.25,0.00,0.00,0.00,15.10,15.00,0.00,0.00,0.00,0.83,0.81,0.44,1.50,1.50,0.00,0.00,0.00,2.29,2.38,1.25,0.00,0.00,0.00,0.00,0.00,5.02,0.00,0.00,32.20,0.00,0.00,11700.00,847.00,748.00,13.00,855.00,175.00,114.00,3.51,0.00,0.00,0.00,40.30,190000.00,0.00,112.00,637.00,0.00,0.00,159.00,421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,29.80,105.00,120.00
W,W30X211,F,211.00,62.30,30.90,31.00,0.00,0.00,0.00,15.10,15.13,0.00,0.00,0.00,0.78,0.75,0.38,1.32,1.31,0.00,0.00,0.00,2.10,2.25,1.19,0.00,0.00,0.00,0.00,0.00,5.74,0.00,0.00,34.50,0.00,0.00,10300.00,751.00,665.00,12.90,757.00,155.00,100.00,3.49,0.00,0.00,0.00,28.40,166000.00,0.00,112.00,556.00,0.00,0.00,140.00,372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.11,29.60,104.00,119.00
W,W30X191,F,191.00,56.10,30.70,30.63,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.71,0.69,0.38,1.19,1.19,0.00,0.00,0.00,1.97,2.06,1.19,0.00,0.00,0.00,0.00,0.00,6.35,0.00,0.00,37.70,0.00,0.00,9200.00,675.00,600.00,12.80,673.00,138.00,89.50,3.46,0.00,0.00,0.00,21.00,146000.00,0.00,111.00,494.00,0.00,0.00,125.00,335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06,29.50,104.00,119.00
W,W30X173,F,173.00,50.90,30.40,30.50,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.66,0.63,0.31,1.07,1.06,0.00,0.00,0.00,1.85,2.00,1.13,0.00,0.00,0.00,0.00,0.00,7.04,0.00,0.00,40.80,0.00,0.00,8230.00,607.00,541.00,12.70,598.00,123.00,79.80,3.42,0.00,0.00,0.00,15.60,129000.00,0.00,110.00,441.00,0.00,0.00,113.00,301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.03,29.30,103.00,118.00
W,W30X148,F,148.00,43.60,30.70,30.63,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.65,0.63,0.31,1.18,1.19,0.00,0.00,0.00,1.83,2.06,1.13,0.00,0.00,0.00,0.00,0.00,4.44,0.00,0.00,41.60,0.00,0.00,6680.00,500.00,436.00,12.40,227.00,68.00,43.30,2.28,0.00,0.00,0.00,14.50,49400.00,0.00,77.50,240.00,0.00,0.00,85.80,248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,29.50,90.50,101.00
W,W30X132,F,132.00,38.80,30.30,30.25,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.62,0.63,0.31,1.00,1.00,0.00,0.00,0.00,1.65,1.88,1.13,0.00,0.00,0.00,0.00,0.00,5.27,0.00,0.00,43.90,0.00,0.00,5770.00,437.00,380.00,12.20,196.00,58.40,37.20,2.25,0.00,0.00,0.00,9.72,42100.00,0.00,76.90,202.00,0.00,0.00,72.40,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,29.30,89.50,100.00
W,W30X124,F,124.00,36.50,30.20,30.13,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.59,0.56,0.31,0.93,0.94,0.00,0.00,0.00,1.58,1.81,1.13,0.00,0.00,0.00,0.00,0.00,5.65,0.00,0.00,46.20,0.00,0.00,5360.00,408.00,355.00,12.10,181.00,54.00,34.40,2.23,0.00,0.00,0.00,7.99,38600.00,0.00,76.80,188.00,0.00,0.00,67.50,202.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,29.30,89.50,100.00
W,W30X116,F,116.00,34.20,30.00,30.00,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.57,0.56,0.31,0.85,0.88,0.00,0.00,0.00,1.50,1.75,1.13,0.00,0.00,0.00,0.00,0.00,6.17,0.00,0.00,47.80,0.00,0.00,4930.00,378.00,329.00,12.00,164.00,49.20,31.30,2.19,0.00,0.00,0.00,6.43,34900.00,0.00,76.50,171.00,0.00,0.00,61.50,187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,29.20,89.30,99.80
W,W30X108,F,108.00,31.70,29.80,29.88,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.55,0.56,0.31,0.76,0.75,0.00,0.00,0.00,1.41,1.69,1.13,0.00,0.00,0.00,0.00,0.00,6.89,0.00,0.00,49.60,0.00,0.00,4470.00,346.00,299.00,11.90,146.00,43.90,27.90,2.15,0.00,0.00,0.00,4.99,30900.00,0.00,76.20,152.00,0.00,0.00,54.90,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,29.00,88.90,99.40
W,W30X99,F,99.00,29.00,29.70,29.63,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.52,0.50,0.25,0.67,0.69,0.00,0.00,0.00,1.32,1.56,1.06,0.00,0.00,0.00,0.00,0.00,7.80,0.00,0.00,51.90,0.00,0.00,3990.00,312.00,269.00,11.70,128.00,38.60,24.50,2.10,0.00,0.00,0.00,3.77,26800.00,0.00,76.20,134.00,0.00,0.00,48.50,154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.62,29.00,88.70,99.20
W,W30X90,F,90.00,26.30,29.50,29.50,0.00,0.00,0.00,10.40,10.38,0.00,0.00,0.00,0.47,0.50,0.25,0.61,0.63,0.00,0.00,0.00,1.26,1.50,1.06,0.00,0.00,0.00,0.00,0.00,8.52,0.00,0.00,57.50,0.00,0.00,3610.00,283.00,245.00,11.70,115.00,34.70,22.10,2.09,0.00,0.00,0.00,2.84,24000.00,0.00,75.10,119.00,0.00,0.00,43.70,139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,28.90,88.10,98.50
W,W27X539,T,539.00,159.00,32.50,32.50,0.00,0.00,0.00,15.30,15.25,0.00,0.00,0.00,1.97,2.00,1.00,3.54,3.56,0.00,0.00,0.00,4.33,4.44,1.81,0.00,0.00,0.00,0.00,0.00,2.15,0.00,0.00,12.10,0.00,0.00,25600.00,1890.00,1570.00,12.70,2110.00,437.00,277.00,3.65,0.00,0.00,0.00,496.00,443000.00,0.00,111.00,1500.00,0.00,0.00,342.00,943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.41,29.00,106.00,121.00
W,W27X368,T,368.00,109.00,30.40,30.38,0.00,0.00,0.00,14.70,14.63,0.00,0.00,0.00,1.38,1.38,0.69,2.48,2.50,0.00,0.00,0.00,3.27,3.38,1.50,0.00,0.00,0.00,0.00,0.00,2.96,0.00,0.00,17.30,0.00,0.00,16200.00,1240.00,1060.00,12.20,1310.00,279.00,179.00,3.48,0.00,0.00,0.00,170.00,255000.00,0.00,103.00,935.00,0.00,0.00,231.00,621.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15,27.90,100.00,115.00
W,W27X336,T,336.00,99.20,30.00,30.00,0.00,0.00,0.00,14.60,14.50,0.00,0.00,0.00,1.26,1.25,0.63,2.28,2.25,0.00,0.00,0.00,3.07,3.19,1.44,0.00,0.00,0.00,0.00,0.00,3.19,0.00,0.00,18.90,0.00,0.00,14600.00,1130.00,972.00,12.10,1180.00,252.00,162.00,3.45,0.00,0.00,0.00,131.00,226000.00,0.00,101.00,842.00,0.00,0.00,211.00,563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.10,27.70,100.00,115.00
W,W27X307,T,307.00,90.20,29.60,29.63,0.00,0.00,0.00,14.40,14.50,0.00,0.00,0.00,1.16,1.19,0.63,2.09,2.06,0.00,0.00,0.00,2.88,3.00,1.44,0.00,0.00,0.00,0.00,0.00,3.46,0.00,0.00,20.60,0.00,0.00,13100.00,1030.00,887.00,12.00,1050.00,227.00,146.00,3.41,0.00,0.00,0.00,101.00,199000.00,0.00,99.00,745.00,0.00,0.00,190.00,508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.04,27.50,98.60,113.00
W,W27X281,F,281.00,83.10,29.30,29.25,0.00,0.00,0.00,14.40,14.38,0.00,0.00,0.00,1.06,1.06,0.56,1.93,1.94,0.00,0.00,0.00,2.72,2.81,1.38,0.00,0.00,0.00,0.00,0.00,3.72,0.00,0.00,22.50,0.00,0.00,11900.00,936.00,814.00,12.00,953.00,206.00,133.00,3.39,0.00,0.00,0.00,79.50,178000.00,0.00,98.50,685.00,0.00,0.00,176.00,466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,27.40,98.60,113.00
W,W27X258,F,258.00,76.10,29.00,29.00,0.00,0.00,0.00,14.30,14.25,0.00,0.00,0.00,0.98,1.00,0.50,1.77,1.75,0.00,0.00,0.00,2.56,2.69,1.31,0.00,0.00,0.00,0.00,0.00,4.03,0.00,0.00,24.40,0.00,0.00,10800.00,852.00,745.00,11.90,859.00,187.00,120.00,3.36,0.00,0.00,0.00,61.60,159000.00,0.00,97.30,616.00,0.00,0.00,160.00,424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.96,27.20,97.70,112.00
W,W27X235,F,235.00,69.40,28.70,28.63,0.00,0.00,0.00,14.20,14.25,0.00,0.00,0.00,0.91,0.94,0.50,1.61,1.63,0.00,0.00,0.00,2.40,2.50,1.31,0.00,0.00,0.00,0.00,0.00,4.41,0.00,0.00,26.20,0.00,0.00,9700.00,772.00,677.00,11.80,769.00,168.00,108.00,3.33,0.00,0.00,0.00,47.00,141000.00,0.00,96.20,550.00,0.00,0.00,145.00,384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,27.10,96.80,111.00
W,W27X217,F,217.00,63.90,28.40,28.38,0.00,0.00,0.00,14.10,14.13,0.00,0.00,0.00,0.83,0.81,0.44,1.50,1.50,0.00,0.00,0.00,2.29,2.38,1.25,0.00,0.00,0.00,0.00,0.00,4.71,0.00,0.00,28.70,0.00,0.00,8910.00,711.00,627.00,11.80,704.00,154.00,100.00,3.32,0.00,0.00,0.00,37.60,128000.00,0.00,94.80,501.00,0.00,0.00,134.00,351.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.89,26.90,95.90,110.00
W,W27X194,F,194.00,57.10,28.10,28.13,0.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.75,0.75,0.38,1.34,1.31,0.00,0.00,0.00,2.13,2.25,1.19,0.00,0.00,0.00,0.00,0.00,5.24,0.00,0.00,31.80,0.00,0.00,7860.00,631.00,559.00,11.70,619.00,136.00,88.10,3.29,0.00,0.00,0.00,27.10,111000.00,0.00,93.70,439.00,0.00,0.00,119.00,312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,26.80,95.00,109.00
